emp_no,first_name,last_name,birth_date,from_date,to_date,title
288142,Shay,Heystek,1/25/65,4/1/89,1/1/99,Staff
288166,Masoud,Asmuth,1/11/65,9/5/94,1/1/99,Staff
288560,Yifei,Birjandi,1/16/65,2/7/94,1/1/99,Senior Staff
288560,Yifei,Birjandi,1/16/65,2/7/94,1/1/99,Staff
288563,Cristinel,Gerlach,1/2/65,1/9/96,1/1/99,Engineer
288563,Cristinel,Gerlach,1/2/65,1/9/96,1/1/99,Senior Engineer
288606,Susumu,Swiss,1/21/65,11/15/91,1/1/99,Senior Staff
288606,Susumu,Swiss,1/21/65,11/15/91,1/1/99,Staff
288665,Horward,Khasidashvili,1/31/65,11/19/98,1/1/99,Senior Engineer
288893,Bedrich,Rosenbaum,1/30/65,1/27/91,1/1/99,Engineer
288893,Bedrich,Rosenbaum,1/30/65,1/27/91,1/1/99,Senior Engineer
289454,Bowen,Narwekar,1/20/65,3/8/85,1/1/99,Senior Engineer
289687,Fai,Maccarone,1/31/65,10/30/85,1/1/99,Senior Staff
289687,Fai,Maccarone,1/31/65,10/30/85,1/1/99,Staff
289807,Soenke,Lemarechal,1/4/65,9/4/94,1/1/99,Senior Staff
289807,Soenke,Lemarechal,1/4/65,9/4/94,1/1/99,Staff
289909,Hilari,Vecchio,1/9/65,4/24/93,1/1/99,Senior Staff
289909,Hilari,Vecchio,1/9/65,4/24/93,1/1/99,Staff
290009,Zijian,Rindone,1/22/65,7/9/89,1/1/99,Senior Staff
290009,Zijian,Rindone,1/22/65,7/9/89,1/1/99,Staff
290075,Boalin,Byoun,1/15/65,10/1/90,1/1/99,Senior Staff
290075,Boalin,Byoun,1/15/65,10/1/90,1/1/99,Staff
290284,Kwangjo,Menhardt,1/8/65,1/11/96,1/1/99,Engineer
290441,Gregory,Collavizza,1/25/65,9/9/87,1/1/99,Senior Staff
290441,Gregory,Collavizza,1/25/65,9/9/87,1/1/99,Staff
290467,Shaowen,Poulakidas,1/29/65,4/15/87,1/1/99,Senior Staff
290467,Shaowen,Poulakidas,1/29/65,4/15/87,1/1/99,Staff
290478,Tsvetan,Sherertz,1/3/65,8/7/89,1/1/99,Assistant Engineer
290478,Tsvetan,Sherertz,1/3/65,8/7/89,1/1/99,Engineer
290563,Shigehiro,Oxenboll,1/9/65,2/26/86,1/1/99,Senior Engineer
290769,Lalit,Blokdijk,1/26/65,2/1/99,1/1/99,Senior Engineer
291352,Danai,Trelles,1/7/65,8/26/97,1/1/99,Technique Leader
291612,Siamak,Gomatam,1/30/65,7/8/98,1/1/99,Engineer
291669,Faiza,Bach,1/4/65,9/13/99,1/1/99,Engineer
292110,Menkae,Showalter,1/23/65,8/9/96,1/1/99,Engineer
292110,Menkae,Showalter,1/23/65,8/9/96,1/1/99,Senior Engineer
292146,Khatoun,Pulkowski,1/9/65,1/9/02,1/1/99,Engineer
292210,Masaru,Huhdanpaa,1/17/65,11/23/96,1/1/99,Engineer
292210,Masaru,Huhdanpaa,1/17/65,11/23/96,1/1/99,Senior Engineer
292404,Hongzue,Zultner,1/28/65,2/22/90,1/1/99,Senior Staff
292504,Georgi,Bednarek,1/27/65,3/2/94,1/1/99,Engineer
292504,Georgi,Bednarek,1/27/65,3/2/94,1/1/99,Senior Engineer
292515,Bernd,Thummel,1/4/65,8/3/89,1/1/99,Assistant Engineer
292515,Bernd,Thummel,1/4/65,8/3/89,1/1/99,Engineer
292828,Ziya,Tokunaga,1/10/65,1/8/86,1/1/99,Engineer
292828,Ziya,Tokunaga,1/10/65,1/8/86,1/1/99,Senior Engineer
293080,Hideyuki,Slaats,1/12/65,5/30/87,1/1/99,Senior Staff
293154,Syozo,Maliniak,1/21/65,6/6/93,1/1/99,Senior Staff
293280,Moti,Steenbeek,1/24/65,1/22/87,1/1/99,Engineer
293280,Moti,Steenbeek,1/24/65,1/22/87,1/1/99,Senior Engineer
293329,Fumiya,Griswold,1/15/65,6/12/86,1/1/99,Engineer
293329,Fumiya,Griswold,1/15/65,6/12/86,1/1/99,Senior Engineer
293746,Sanjay,Litecky,1/25/65,8/27/95,1/1/99,Engineer
293746,Sanjay,Litecky,1/25/65,8/27/95,1/1/99,Senior Engineer
293752,Jungsoon,Bail,1/4/65,2/18/86,1/1/99,Senior Staff
293752,Jungsoon,Bail,1/4/65,2/18/86,1/1/99,Staff
294144,Takanari,Ermel,1/9/65,1/11/92,1/1/99,Senior Staff
294144,Takanari,Ermel,1/9/65,1/11/92,1/1/99,Staff
294241,Marl,Fiebach,1/12/65,7/26/94,1/1/99,Senior Staff
294241,Marl,Fiebach,1/12/65,7/26/94,1/1/99,Staff
294446,Claudi,Ruemmler,1/27/65,8/13/99,1/1/99,Staff
294461,Siddarth,Rosiles,1/14/65,11/18/85,1/1/99,Senior Engineer
294527,Ashish,Candan,1/4/65,2/2/92,1/1/99,Senior Staff
294652,Hironobu,Brodie,1/27/65,12/21/98,1/1/99,Engineer
294652,Hironobu,Brodie,1/27/65,12/21/98,1/1/99,Senior Engineer
294791,Vesna,Lammel,1/28/65,10/8/99,1/1/99,Assistant Engineer
294857,Caolyn,Ozeri,1/15/65,7/29/86,1/1/99,Engineer
294857,Caolyn,Ozeri,1/15/65,7/29/86,1/1/99,Senior Engineer
295030,Fun,Keirsey,1/1/65,7/9/85,1/1/99,Senior Staff
295236,Kauko,Fujisawa,1/24/65,9/13/87,1/1/99,Engineer
295236,Kauko,Fujisawa,1/24/65,9/13/87,1/1/99,Senior Engineer
295254,Xuejun,Pfau,1/15/65,7/24/85,1/1/99,Senior Staff
295254,Xuejun,Pfau,1/15/65,7/24/85,1/1/99,Staff
295255,Jacopo,Bellone,1/4/65,3/13/88,1/1/99,Technique Leader
295262,Moon,Pews,1/22/65,8/6/94,1/1/99,Assistant Engineer
295268,Eben,Calkin,1/28/65,12/19/96,1/1/99,Senior Staff
295268,Eben,Calkin,1/28/65,12/19/96,1/1/99,Staff
295278,Val,Barvinok,1/4/65,1/2/90,1/1/99,Assistant Engineer
295278,Val,Barvinok,1/4/65,1/2/90,1/1/99,Engineer
295278,Val,Barvinok,1/4/65,1/2/90,1/1/99,Senior Engineer
295411,Chiranjit,Serot,1/18/65,4/4/97,1/1/99,Staff
295857,Kankanahalli,Ciolek,1/17/65,12/26/89,1/1/99,Senior Staff
295857,Kankanahalli,Ciolek,1/17/65,12/26/89,1/1/99,Staff
296062,Shaz,Driscoll,1/29/65,10/3/98,1/1/99,Staff
296303,Mariangiola,Heyers,1/28/65,8/4/92,1/1/99,Technique Leader
296428,Charmane,Simmen,1/3/65,3/7/89,1/1/99,Senior Staff
296428,Charmane,Simmen,1/3/65,3/7/89,1/1/99,Staff
296664,Dipayan,Geffroy,1/31/65,9/17/87,1/1/99,Senior Engineer
296687,Palash,Spieker,1/2/65,5/11/91,1/1/99,Senior Staff
296687,Palash,Spieker,1/2/65,5/11/91,1/1/99,Staff
296718,Kamakshi,Bahl,1/30/65,12/22/87,1/1/99,Senior Engineer
297232,Lokesh,Saoudi,1/16/65,5/25/99,1/1/99,Senior Staff
297431,Cathie,Ratnakar,1/12/65,6/23/96,1/1/99,Senior Staff
297474,Irena,Terkki,1/13/65,3/11/98,1/1/99,Staff
297905,Marc,Bahl,1/12/65,6/18/97,1/1/99,Assistant Engineer
297954,Sailaja,Fujisaki,1/13/65,7/24/95,1/1/99,Assistant Engineer
298339,King,Benzmuller,1/11/65,9/4/86,1/1/99,Engineer
298339,King,Benzmuller,1/11/65,9/4/86,1/1/99,Senior Engineer
298577,Florina,Litecky,1/11/65,12/2/85,1/1/99,Senior Staff
298577,Florina,Litecky,1/11/65,12/2/85,1/1/99,Staff
298953,Zita,Syang,2/1/65,12/29/98,1/1/99,Staff
299346,Fumitake,Sichman,1/9/65,2/21/91,1/1/99,Senior Staff
299580,Luisa,Itzfeldt,1/21/65,1/23/97,1/1/99,Engineer
299718,Denny,Shobatake,1/15/65,6/22/97,1/1/99,Senior Staff
299718,Denny,Shobatake,1/15/65,6/22/97,1/1/99,Staff
299737,Patricio,Itzfeldt,2/1/65,5/21/85,1/1/99,Senior Staff
299737,Patricio,Itzfeldt,2/1/65,5/21/85,1/1/99,Staff
400046,Hilari,Christ,1/12/65,10/7/96,1/1/99,Senior Staff
400358,Angus,Jullig,1/31/65,4/13/89,1/1/99,Engineer
400358,Angus,Jullig,1/31/65,4/13/89,1/1/99,Senior Engineer
400683,Kamakshi,Manders,1/28/65,8/5/95,1/1/99,Staff
400780,Poornachandra,Asser,1/9/65,11/7/93,1/1/99,Engineer
400796,Bodo,Halevi,1/10/65,5/30/96,1/1/99,Engineer
401154,Danae,Kragelund,1/27/65,5/20/87,1/1/99,Senior Staff
401154,Danae,Kragelund,1/27/65,5/20/87,1/1/99,Staff
401278,Oguz,Schurmann,1/16/65,11/11/86,1/1/99,Assistant Engineer
401278,Oguz,Schurmann,1/16/65,11/11/86,1/1/99,Engineer
401333,Martins,Shokrollahi,1/30/65,11/4/86,1/1/99,Engineer
401333,Martins,Shokrollahi,1/30/65,11/4/86,1/1/99,Senior Engineer
401420,Florian,Uhrig,1/6/65,1/31/87,1/1/99,Senior Staff
401574,Yannik,Falco,1/13/65,1/15/88,1/1/99,Technique Leader
402025,Shigehito,Duclos,1/20/65,9/20/87,1/1/99,Engineer
402025,Shigehito,Duclos,1/20/65,9/20/87,1/1/99,Senior Engineer
402102,Kersti,Granlund,1/21/65,3/19/95,1/1/99,Engineer
402664,Subhada,Janetzko,1/4/65,1/25/87,1/1/99,Senior Engineer
402718,Jeanna,Rettelbach,1/17/65,2/14/90,1/1/99,Engineer
402718,Jeanna,Rettelbach,1/17/65,2/14/90,1/1/99,Senior Engineer
402827,Weidon,Pollacia,1/28/65,3/24/02,1/1/99,Senior Staff
402827,Weidon,Pollacia,1/28/65,3/24/02,1/1/99,Staff
403010,Toshimitsu,Sluis,1/16/65,2/18/85,1/1/99,Senior Engineer
403621,Deborah,Kaminger,1/7/65,6/4/88,1/1/99,Senior Staff
403621,Deborah,Kaminger,1/7/65,6/4/88,1/1/99,Staff
403644,Krisda,Hainaut,1/19/65,7/8/95,1/1/99,Senior Staff
403644,Krisda,Hainaut,1/19/65,7/8/95,1/1/99,Staff
403954,Jeanna,Bratten,1/10/65,7/26/90,1/1/99,Engineer
403954,Jeanna,Bratten,1/10/65,7/26/90,1/1/99,Senior Engineer
404018,Valery,Babb,1/11/65,10/19/98,1/1/99,Senior Engineer
404236,Zengping,Kakkar,1/12/65,7/22/88,1/1/99,Engineer
404236,Zengping,Kakkar,1/12/65,7/22/88,1/1/99,Senior Engineer
404462,Anestis,Setlzner,1/9/65,7/13/85,1/1/99,Engineer
404462,Anestis,Setlzner,1/9/65,7/13/85,1/1/99,Senior Engineer
404573,Eberhardt,Spelt,1/31/65,7/5/97,1/1/99,Staff
404755,Manu,Junet,1/13/65,4/20/91,1/1/99,Senior Staff
404755,Manu,Junet,1/13/65,4/20/91,1/1/99,Staff
404788,Basem,Beausoleil,1/16/65,3/16/98,1/1/99,Engineer
405015,Morris,Fargier,1/2/65,6/29/88,1/1/99,Senior Staff
405015,Morris,Fargier,1/2/65,6/29/88,1/1/99,Staff
405063,Yechezkel,Yurov,1/26/65,11/16/01,1/1/99,Senior Engineer
406125,Georgi,Portugali,1/25/65,9/27/87,1/1/99,Technique Leader
406239,Marek,Tomescu,1/9/65,5/15/95,1/1/99,Engineer
406239,Marek,Tomescu,1/9/65,5/15/95,1/1/99,Senior Engineer
406564,Parviz,Picco,1/25/65,4/16/95,1/1/99,Engineer
406714,Malu,Ossenbruggen,2/1/65,11/21/86,1/1/99,Senior Staff
406714,Malu,Ossenbruggen,2/1/65,11/21/86,1/1/99,Staff
406847,Alexius,Crouzet,1/24/65,10/5/99,1/1/99,Staff
407522,Tommaso,Raczkowsky,1/25/65,8/29/96,1/1/99,Staff
407837,Fei,Erez,2/1/65,4/2/88,1/1/99,Engineer
407837,Fei,Erez,2/1/65,4/2/88,1/1/99,Senior Engineer
408019,Shridhar,Chleq,1/1/65,3/22/86,1/1/99,Assistant Engineer
408019,Shridhar,Chleq,1/1/65,3/22/86,1/1/99,Engineer
408019,Shridhar,Chleq,1/1/65,3/22/86,1/1/99,Senior Engineer
408114,Geoffrey,Ladret,1/5/65,1/3/94,1/1/99,Engineer
408163,Irene,Sethi,1/21/65,8/12/00,1/1/99,Senior Engineer
408417,Tsz,Daescu,1/19/65,9/28/94,1/1/99,Staff
408437,Uno,Solares,1/29/65,9/22/94,1/1/99,Senior Staff
408437,Uno,Solares,1/29/65,9/22/94,1/1/99,Staff
408447,Mayuri,Werthner,1/13/65,2/20/01,1/1/99,Senior Staff
408447,Mayuri,Werthner,1/13/65,2/20/01,1/1/99,Staff
408654,Yongqiao,Cochrane,1/9/65,10/27/86,1/1/99,Senior Staff
408654,Yongqiao,Cochrane,1/9/65,10/27/86,1/1/99,Staff
408953,Jolita,Claffy,1/26/65,12/24/93,1/1/99,Senior Engineer
409391,Willard,Verspoor,1/6/65,2/28/99,1/1/99,Engineer
409798,Dekang,Tsunoo,1/15/65,1/19/95,1/1/99,Technique Leader
409805,Frazer,Candan,1/15/65,3/5/99,1/1/99,Senior Engineer
409898,Divier,Ishibashi,2/1/65,9/22/89,1/1/99,Engineer
409898,Divier,Ishibashi,2/1/65,9/22/89,1/1/99,Senior Engineer
410028,Xiadong,McClurg,1/11/65,9/17/85,1/1/99,Senior Staff
410028,Xiadong,McClurg,1/11/65,9/17/85,1/1/99,Staff
410372,Duri,Mitina,1/8/65,3/4/90,1/1/99,Engineer
410372,Duri,Mitina,1/8/65,3/4/90,1/1/99,Senior Engineer
410433,Kazuhisa,Riesenhuber,1/19/65,10/6/92,1/1/99,Senior Engineer
410616,Gudjon,Kalorkoti,1/18/65,4/14/94,1/1/99,Engineer
410616,Gudjon,Kalorkoti,1/18/65,4/14/94,1/1/99,Senior Engineer
410804,Ronnie,Denos,1/17/65,6/8/92,1/1/99,Engineer
410804,Ronnie,Denos,1/17/65,6/8/92,1/1/99,Senior Engineer
410881,Koichi,Grabner,1/6/65,4/5/00,1/1/99,Senior Engineer
411070,Otmar,Brandsma,1/29/65,5/28/87,1/1/99,Engineer
411070,Otmar,Brandsma,1/29/65,5/28/87,1/1/99,Senior Engineer
411082,Martine,Cangellaris,1/8/65,4/28/92,1/1/99,Engineer
411082,Martine,Cangellaris,1/8/65,4/28/92,1/1/99,Senior Engineer
411143,Goncalo,Barbanera,1/8/65,9/1/96,1/1/99,Senior Staff
412404,Mitsuyuki,Jeansoulin,1/15/65,10/28/99,1/1/99,Senior Engineer
412757,Leen,Peak,1/3/65,11/20/99,1/1/99,Engineer
413098,Hsiangchu,Taubenfeld,1/26/65,4/17/93,1/1/99,Senior Staff
413098,Hsiangchu,Taubenfeld,1/26/65,4/17/93,1/1/99,Staff
413205,Mototsugu,Prampolini,1/9/65,6/12/88,1/1/99,Senior Staff
413666,Remco,Duclos,1/5/65,4/18/88,1/1/99,Senior Staff
413666,Remco,Duclos,1/5/65,4/18/88,1/1/99,Staff
413729,Harjit,Ernst,1/2/65,4/26/92,1/1/99,Technique Leader
413831,Mohamadou,Grabner,1/9/65,11/25/91,1/1/99,Senior Staff
413831,Mohamadou,Grabner,1/9/65,11/25/91,1/1/99,Staff
413832,Marco,Jahnichen,1/24/65,3/28/95,1/1/99,Senior Staff
414027,Tadanori,Msuda,1/31/65,2/20/93,1/1/99,Engineer
414027,Tadanori,Msuda,1/31/65,2/20/93,1/1/99,Senior Engineer
414091,Wuxu,Kuhnemann,1/17/65,8/19/97,1/1/99,Engineer
414543,Bernd,Anick,1/3/65,11/19/88,1/1/99,Senior Engineer
414551,Elliott,Copas,1/22/65,9/13/94,1/1/99,Engineer
414551,Elliott,Copas,1/22/65,9/13/94,1/1/99,Senior Engineer
414662,Ipke,Schneeberger,1/21/65,9/20/85,1/1/99,Engineer
414662,Ipke,Schneeberger,1/21/65,9/20/85,1/1/99,Senior Engineer
414714,Chinho,Delgrande,1/6/65,11/7/96,1/1/99,Senior Staff
414814,Dayanand,Wielonsky,1/28/65,2/28/99,1/1/99,Staff
414897,Juyoung,Willoner,1/17/65,11/3/89,1/1/99,Senior Staff
414897,Juyoung,Willoner,1/17/65,11/3/89,1/1/99,Staff
415187,Juyoung,Peltason,1/3/65,9/1/98,1/1/99,Assistant Engineer
415338,Shigeo,Emmart,1/22/65,12/24/95,1/1/99,Assistant Engineer
415363,Conal,Shackell,1/19/65,2/23/95,1/1/99,Senior Staff
415363,Conal,Shackell,1/19/65,2/23/95,1/1/99,Staff
415563,Mrinalini,Bierbaum,1/21/65,3/12/86,1/1/99,Engineer
415563,Mrinalini,Bierbaum,1/21/65,3/12/86,1/1/99,Senior Engineer
416074,Alain,Lieberherr,1/8/65,5/11/87,1/1/99,Engineer
416074,Alain,Lieberherr,1/8/65,5/11/87,1/1/99,Senior Engineer
416383,Nectarios,Itschner,1/29/65,3/2/90,1/1/99,Engineer
416383,Nectarios,Itschner,1/29/65,3/2/90,1/1/99,Senior Engineer
416420,Adamantios,Heemskerk,1/22/65,8/8/86,1/1/99,Senior Staff
416492,Kannan,Meriste,1/15/65,8/12/92,1/1/99,Senior Engineer
416660,Nathalie,Luke,1/28/65,9/16/87,1/1/99,Assistant Engineer
416660,Nathalie,Luke,1/28/65,9/16/87,1/1/99,Engineer
416660,Nathalie,Luke,1/28/65,9/16/87,1/1/99,Senior Engineer
416720,Tokuyasu,Xiaoshan,1/14/65,9/19/91,1/1/99,Engineer
416720,Tokuyasu,Xiaoshan,1/14/65,9/19/91,1/1/99,Senior Engineer
416877,Gio,Orsini,1/2/65,12/7/88,1/1/99,Senior Staff
416877,Gio,Orsini,1/2/65,12/7/88,1/1/99,Staff
416892,Shooichi,Vandervoorde,1/3/65,8/16/96,1/1/99,Engineer
417435,Bouchung,Zaumen,1/3/65,1/29/99,1/1/99,Senior Staff
418239,Josyula,Motley,1/3/65,3/26/96,1/1/99,Senior Engineer
418247,Oscar,Oppitz,1/8/65,7/27/02,1/1/99,Senior Staff
418247,Oscar,Oppitz,1/8/65,7/27/02,1/1/99,Staff
418298,Arvin,Pusterhofer,1/8/65,3/2/95,1/1/99,Engineer
418298,Arvin,Pusterhofer,1/8/65,3/2/95,1/1/99,Senior Engineer
418309,Danel,Petereit,1/24/65,2/21/85,1/1/99,Engineer
418309,Danel,Petereit,1/24/65,2/21/85,1/1/99,Senior Engineer
418380,Kazuhiko,Gornas,1/2/65,5/20/93,1/1/99,Senior Engineer
418566,Kazuhide,Snedden,1/27/65,6/14/96,1/1/99,Senior Engineer
418606,Michaela,Otillio,1/11/65,1/5/94,1/1/99,Engineer
418717,Arunachalam,Magliocco,1/20/65,12/23/87,1/1/99,Senior Staff
418717,Arunachalam,Magliocco,1/20/65,12/23/87,1/1/99,Staff
418860,Ymte,Dalton,2/1/65,11/22/92,1/1/99,Senior Staff
418860,Ymte,Dalton,2/1/65,11/22/92,1/1/99,Staff
419099,Heon,Broomell,1/15/65,5/6/98,1/1/99,Staff
419953,Ung,Orlowski,1/29/65,7/22/91,1/1/99,Senior Staff
419953,Ung,Orlowski,1/29/65,7/22/91,1/1/99,Staff
420086,Susuma,Kitsuregawa,1/27/65,5/28/85,1/1/99,Engineer
420086,Susuma,Kitsuregawa,1/27/65,5/28/85,1/1/99,Senior Engineer
420476,Mariangiola,Bolsens,1/28/65,6/15/85,1/1/99,Senior Staff
420476,Mariangiola,Bolsens,1/28/65,6/15/85,1/1/99,Staff
420557,Mabhin,Eastman,1/6/65,8/2/89,1/1/99,Senior Staff
420557,Mabhin,Eastman,1/6/65,8/2/89,1/1/99,Staff
420694,Frazer,Barbanera,1/19/65,11/4/86,1/1/99,Senior Staff
420694,Frazer,Barbanera,1/19/65,11/4/86,1/1/99,Staff
420732,Willard,Morrin,1/6/65,5/27/96,1/1/99,Senior Staff
420732,Willard,Morrin,1/6/65,5/27/96,1/1/99,Staff
420759,Raimond,Solovay,1/4/65,10/3/97,1/1/99,Staff
420765,Shawna,Krider,1/17/65,3/9/90,1/1/99,Senior Staff
420765,Shawna,Krider,1/17/65,3/9/90,1/1/99,Staff
420877,Khosrow,Erez,1/29/65,2/11/90,1/1/99,Senior Staff
420877,Khosrow,Erez,1/29/65,2/11/90,1/1/99,Staff
421022,Shigeaki,Butner,1/26/65,7/13/96,1/1/99,Senior Staff
421033,Garnik,Randt,1/14/65,12/23/89,1/1/99,Senior Staff
421033,Garnik,Randt,1/14/65,12/23/89,1/1/99,Staff
421074,Zhaofang,Falster,1/7/65,6/29/94,1/1/99,Senior Staff
421074,Zhaofang,Falster,1/7/65,6/29/94,1/1/99,Staff
421312,Mariangiola,Bashian,1/13/65,9/18/99,1/1/99,Engineer
421384,Renny,Bednarek,1/2/65,6/1/87,1/1/99,Senior Staff
421384,Renny,Bednarek,1/2/65,6/1/87,1/1/99,Staff
421755,Shichao,Thiria,1/3/65,1/11/89,1/1/99,Assistant Engineer
421755,Shichao,Thiria,1/3/65,1/11/89,1/1/99,Engineer
421755,Shichao,Thiria,1/3/65,1/11/89,1/1/99,Senior Engineer
422146,Kenton,Miara,1/8/65,3/13/02,1/1/99,Engineer
422783,Jagoda,Uhrig,1/18/65,9/1/95,1/1/99,Engineer
423038,Takushi,Strehl,1/20/65,10/4/88,1/1/99,Senior Staff
423204,Uma,Stranks,1/8/65,9/13/91,1/1/99,Senior Staff
423204,Uma,Stranks,1/8/65,9/13/91,1/1/99,Staff
423208,Joydip,Krone,1/19/65,2/8/95,1/1/99,Engineer
423214,Tsutomu,Tetzlaff,1/31/65,9/24/87,1/1/99,Senior Staff
423214,Tsutomu,Tetzlaff,1/31/65,9/24/87,1/1/99,Staff
423327,Constantijn,Lichtman,1/27/65,6/26/94,1/1/99,Senior Staff
423327,Constantijn,Lichtman,1/27/65,6/26/94,1/1/99,Staff
423350,Heping,Monarch,1/4/65,4/15/88,1/1/99,Senior Staff
423350,Heping,Monarch,1/4/65,4/15/88,1/1/99,Staff
423633,Mariusz,Tokunaga,1/30/65,2/11/85,1/1/99,Senior Engineer
423993,Seshu,Kolvik,1/1/65,12/9/88,1/1/99,Technique Leader
424569,Danco,Luff,1/14/65,10/30/97,1/1/99,Engineer
424584,Kagan,Dredge,2/1/65,2/26/94,1/1/99,Engineer
424584,Kagan,Dredge,2/1/65,2/26/94,1/1/99,Senior Engineer
424685,Changho,Veevers,1/10/65,3/3/97,1/1/99,Senior Staff
424797,Theron,Itschner,1/19/65,5/16/85,1/1/99,Senior Staff
424797,Theron,Itschner,1/19/65,5/16/85,1/1/99,Staff
424805,Jacqueline,Zallocco,1/24/65,12/17/87,1/1/99,Senior Staff
424805,Jacqueline,Zallocco,1/24/65,12/17/87,1/1/99,Staff
424930,Xuejun,Reeker,1/19/65,11/18/88,1/1/99,Senior Staff
424930,Xuejun,Reeker,1/19/65,11/18/88,1/1/99,Staff
424984,Vasilis,Waleschkowski,1/11/65,5/26/96,1/1/99,Engineer
425437,Moni,Staudhammer,1/3/65,3/23/99,1/1/99,Engineer
425535,Alagu,Vieri,1/18/65,8/23/86,1/1/99,Senior Staff
425535,Alagu,Vieri,1/18/65,8/23/86,1/1/99,Staff
425540,Paddy,Zumaque,1/3/65,11/12/95,1/1/99,Senior Staff
425757,Yongdong,Jiang,1/18/65,1/31/95,1/1/99,Senior Staff
425780,Paris,Range,1/15/65,10/25/89,1/1/99,Senior Staff
425780,Paris,Range,1/15/65,10/25/89,1/1/99,Staff
425830,Guther,Conia,1/30/65,2/13/99,1/1/99,Engineer
425875,Jahangir,Kroft,1/19/65,6/11/90,1/1/99,Senior Staff
425875,Jahangir,Kroft,1/19/65,6/11/90,1/1/99,Staff
426153,Shahaf,Luce,1/16/65,4/6/99,1/1/99,Senior Staff
426168,Kaijung,Mateescu,1/10/65,11/18/87,1/1/99,Senior Staff
426168,Kaijung,Mateescu,1/10/65,11/18/87,1/1/99,Staff
426228,Supot,Badache,1/17/65,8/17/96,1/1/99,Engineer
426235,Danco,Rajala,1/31/65,3/29/91,1/1/99,Senior Staff
426235,Danco,Rajala,1/31/65,3/29/91,1/1/99,Staff
426644,Zejun,Broomell,1/13/65,1/19/95,1/1/99,Engineer
426644,Zejun,Broomell,1/13/65,1/19/95,1/1/99,Senior Engineer
426706,Karsten,Kawashima,1/7/65,3/15/94,1/1/99,Engineer
426706,Karsten,Kawashima,1/7/65,3/15/94,1/1/99,Senior Engineer
426795,Huican,Lunn,1/7/65,7/23/86,1/1/99,Senior Staff
426795,Huican,Lunn,1/7/65,7/23/86,1/1/99,Staff
426818,Gaurav,Fendler,1/21/65,2/15/92,1/1/99,Senior Staff
426818,Gaurav,Fendler,1/21/65,2/15/92,1/1/99,Staff
426819,Sandeepan,Kulisch,1/13/65,5/16/97,1/1/99,Engineer
426824,Gopalakrishnan,Mawatari,1/25/65,12/7/97,1/1/99,Senior Staff
426824,Gopalakrishnan,Mawatari,1/25/65,12/7/97,1/1/99,Staff
426958,Weijing,Viele,1/19/65,10/3/85,1/1/99,Engineer
426958,Weijing,Viele,1/19/65,10/3/85,1/1/99,Senior Engineer
427313,Utpal,Kemmerer,1/31/65,12/4/86,1/1/99,Senior Staff
427313,Utpal,Kemmerer,1/31/65,12/4/86,1/1/99,Staff
427320,Mamdouh,Ramamoorthy,1/13/65,1/13/00,1/1/99,Senior Engineer
427332,Feiyu,Hemaspaandra,1/20/65,6/4/95,1/1/99,Staff
427571,Torsten,Ranta,1/20/65,7/3/95,1/1/99,Engineer
427571,Torsten,Ranta,1/20/65,7/3/95,1/1/99,Senior Engineer
427776,Jaques,Navazio,1/25/65,4/4/89,1/1/99,Senior Staff
427776,Jaques,Navazio,1/25/65,4/4/89,1/1/99,Staff
427805,Haldun,Compeau,1/21/65,10/15/97,1/1/99,Senior Staff
427823,Jaques,Gecsei,1/18/65,7/13/99,1/1/99,Staff
427852,Adil,Kieras,1/2/65,7/20/92,1/1/99,Senior Engineer
428082,Ronghao,Alpin,1/9/65,9/11/91,1/1/99,Senior Staff
428082,Ronghao,Alpin,1/9/65,9/11/91,1/1/99,Staff
428160,Jamaludin,Kalorkoti,1/12/65,9/6/98,1/1/99,Senior Staff
428160,Jamaludin,Kalorkoti,1/12/65,9/6/98,1/1/99,Staff
428195,Hatsukazu,Rosca,1/11/65,8/2/93,1/1/99,Senior Staff
428195,Hatsukazu,Rosca,1/11/65,8/2/93,1/1/99,Staff
428219,Ghassan,Androutsos,1/21/65,12/26/87,1/1/99,Senior Staff
428219,Ghassan,Androutsos,1/21/65,12/26/87,1/1/99,Staff
428917,Theron,Billawala,1/23/65,2/17/89,1/1/99,Assistant Engineer
428917,Theron,Billawala,1/23/65,2/17/89,1/1/99,Engineer
428917,Theron,Billawala,1/23/65,2/17/89,1/1/99,Senior Engineer
429087,Hugh,Senzako,1/27/65,10/15/92,1/1/99,Technique Leader
429231,Kazuyasu,Schmiedel,1/9/65,9/7/85,1/1/99,Senior Staff
429231,Kazuyasu,Schmiedel,1/9/65,9/7/85,1/1/99,Staff
429238,Mona,Luck,1/29/65,5/11/89,1/1/99,Senior Staff
429249,Alassane,Wolniewicz,1/28/65,11/9/93,1/1/99,Engineer
429249,Alassane,Wolniewicz,1/28/65,11/9/93,1/1/99,Senior Engineer
429316,Seshu,Hiraishi,1/8/65,8/10/94,1/1/99,Senior Staff
429316,Seshu,Hiraishi,1/8/65,8/10/94,1/1/99,Staff
429381,Limsoon,Roohalamini,1/6/65,11/26/86,1/1/99,Senior Staff
429381,Limsoon,Roohalamini,1/6/65,11/26/86,1/1/99,Staff
429481,Subhada,Emmerich,1/9/65,3/6/96,1/1/99,Engineer
429520,Yongqiao,Francisci,1/6/65,12/1/99,1/1/99,Engineer
